,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
127,compiler.c2.cr6340864.TestShortVect,0.89370805,0.52668583,0.39490157,-0.3727337,0.06887946,-0.6009562,-0.833029,-0.3008719,-0.39707088,-0.063406065,-0.4755028,-0.739055,0.27220663,-0.13945697,-0.51106215,0.5573428,-0.2659391,0.942291,-0.05308663,0.99268365,1.4853234,-0.4588815,-0.55583644,-0.6977612,0.6429206,-0.45972314,-0.4004296,0.35167435,-0.2981517,-0.66789556,-0.037645213,-0.5420786,0.12258183,-0.13861656,-0.36512032,-0.43224686,0.096054316,-0.028852977,-0.78159344,-0.620309,-0.51446354,-0.1865797,-0.40436095,0.9412161,1.8801974,0.9452515,-0.55400693,1.6885064,-0.38219807,0.532823,1.3703054,2.2407954,0.30710152,-0.24541292,-0.5270764,-0.67907846,0.15945037,-0.090012975,-0.30820763,0.18168537,0.30253357,-0.27824885,0.37164295,-0.47733963,-0.3292237,-0.4192173,-0.795402,-0.48616436,-0.4585658,-0.66041696,0.4526126,-0.6784264,-0.37396845,1.5169611,1.0195905,-0.565914,1.2109141,-0.51238656,-0.44545272,0.16496827,1.0795152,-0.27316752,-0.46444997,-0.58996683,-0.6350538,-0.6706508,-0.3655305,1.2597674,-0.3030279,1.0225127,-0.38531405,0.71170986,0.13798128,1.0825937,1.1470202,-0.37621224,0.5625349,1.6228316,0.17833847,-0.62215227
128,ACCModule52,0.26042148,0.6532076,0.69699746,-0.16184652,0.60597247,-0.58058447,-0.19031897,-0.44389272,-0.43692726,-0.03129161,-0.38873735,-0.44124535,0.8681576,-0.1811129,-0.48352957,0.52413106,-0.24481414,0.39853856,0.0340363,0.8969807,0.8841163,-0.3664967,-0.52929294,-0.6318143,0.4950808,-0.24166328,-0.3389613,0.23662303,-0.37684146,-0.5829137,-0.25571355,-0.474575,-0.040870167,-0.3439957,-0.3900865,-0.41448155,-0.051136203,-0.22160332,-0.6739799,-0.5682074,-0.3230484,-0.16271794,-0.33078763,0.011750896,1.7644589,0.6178678,-0.5689982,2.8857987,-0.33548835,0.43353575,1.2009473,1.7115315,0.92797476,-0.34465778,-0.06865625,-0.49788868,0.7105048,-0.13226739,-0.24272546,0.13904727,0.58286107,0.101729296,0.24028014,-0.2706032,-0.26397777,0.06730115,-0.30728304,-0.1397404,-0.3943635,-0.622163,0.099820554,-0.52516323,-0.36144087,1.2944707,0.8097995,-0.65686285,1.6497508,-0.75886637,-0.4297312,0.2260873,1.1494336,-0.28211337,-0.47449204,-0.36912757,-0.023965634,-0.47145346,-0.2826271,1.0782137,0.09308133,0.31273428,-0.241681,0.44611898,-0.2007729,0.40914455,1.9710075,-0.37049368,0.91442806,1.2224091,-0.09087674,-0.7787218
129,compiler.eliminateAutobox.TestFloatBoxing,0.61703146,0.48480222,0.57480365,-0.21876052,-0.094825536,-0.6441614,-0.79517454,-0.43901783,-0.5359715,0.010041553,-0.48904657,-0.5446842,0.92267954,-0.1307655,-0.5429019,0.45902398,-0.30437067,1.1605103,-0.26152557,0.85616297,2.1103315,-0.53240204,-0.747718,-0.8201396,1.2627709,-0.5508249,-0.3757364,0.9434823,-0.44721746,-0.74981105,0.32997543,-0.037198234,-0.18060139,-0.45613986,-0.5014567,-0.4481775,0.06548336,-0.12708335,-0.99766713,-0.8136527,-0.4855341,-0.18744186,-0.37882292,0.559335,1.4228072,0.8594603,-0.5771935,1.5916682,-0.4497872,0.9619941,2.1231666,1.4383817,0.60763496,-0.17550488,0.038985997,-0.6580796,-0.13767147,0.09281548,-0.33516687,0.33754194,0.07407373,0.035351988,0.17232762,-0.5790356,-0.24009141,-0.24647905,-0.6609048,-0.42849994,-0.34783036,-0.68162787,0.49793902,-0.8634928,-0.36369544,0.9947221,0.92206854,-0.6675291,0.58009636,-0.6817811,-0.58882815,0.5633946,0.84661984,-0.3435299,-0.4582109,-0.61290205,-0.5456841,-0.65269524,-0.37293103,0.93167484,0.0148747405,0.919753,-0.49887452,0.5329476,0.37753692,0.96430904,1.6535134,-0.40837538,0.78223157,1.3516586,-0.06310631,-0.75013036
130,compiler.codegen.TestIntFloatVect,0.96379316,0.4975907,0.6681157,-0.21141873,-0.20403524,-0.81708616,-0.93957853,-0.3990803,-0.44088027,-0.07446422,-0.52296084,-0.69084066,0.44882038,-0.1294335,-0.59960777,0.7453022,-0.4359047,0.8986571,-0.23931926,0.951293,1.9939975,-0.49801064,-0.7057048,-0.79112005,0.6296884,-0.61302465,-0.38848102,0.50966847,-0.40412816,-0.68769556,0.040462967,-0.5117964,0.023791317,-0.12706818,-0.4311047,-0.50319445,0.10954492,-0.23414944,-0.87263334,-0.6634549,-0.5402277,-0.21544854,-0.40254903,1.3542161,1.7189301,0.9212782,-0.54039675,1.2947109,-0.46557304,0.42947698,1.71842,2.0057728,0.46927932,-0.15901007,-0.47057042,-0.7565073,-0.21367401,0.12322127,-0.3062765,0.42771596,0.1139564,-0.19359161,0.28403473,-0.44175342,-0.34763706,-0.47689852,-0.8721192,-0.50118905,-0.4390636,-0.69146246,0.6791575,-0.76261735,-0.3924148,1.295577,1.1623515,-0.45181382,0.71680033,-0.51575696,-0.42756683,0.40467733,0.88210374,-0.38960403,-0.48382574,-0.64935964,-0.6934413,-0.70875627,-0.38206908,1.0274774,-0.30138597,1.1455327,-0.5200448,0.71245575,0.27446523,1.2805326,1.2013502,-0.42913958,0.5511992,1.6064621,0.11972129,-0.7265237
131,compiler.codegen.LoadWithMask,0.48741567,0.55055535,1.095715,-0.074341446,-0.25527924,-0.4730744,-0.75249463,-0.15419267,-0.34547538,-0.27607945,-0.54312426,-0.6706869,0.4883622,-0.13619034,-0.6923345,0.98596555,-0.59594595,0.9740385,-0.3251943,0.55826914,2.5547988,-0.41626853,-0.8383065,-0.6599924,0.68022394,-0.73818713,-0.36201277,0.37775198,-0.4453952,-0.7241252,-0.037864543,-0.27871096,-0.07395138,0.41019475,-0.43325055,-0.4691986,-0.095917106,-0.28496343,-1.0274504,-0.43483186,-0.5189398,-0.23833667,-0.37302026,1.7770596,1.2178725,0.9205713,-0.6497005,1.2289677,-0.42203635,0.5282639,2.1848464,1.3338375,0.56269616,-0.04994818,-0.43711707,-0.86136025,-0.32500756,0.059586257,-0.3534258,0.39404583,0.2798363,0.11874358,0.07369774,-0.54145026,-0.26281574,-0.32996526,-0.7423188,-0.50911987,-0.47602618,-0.56081027,0.4592826,-0.8843961,-0.4741496,0.9435657,0.9487226,-0.6111919,0.66123337,-0.5134434,-0.59528464,0.60984784,0.73467886,-0.45011732,-0.52550834,-0.5404841,-0.6131968,-0.7427514,-0.41469842,0.568576,-0.08911421,0.6874055,-0.5622363,0.9957766,0.46492028,0.9250932,1.8378521,-0.47305372,0.5052946,1.3018047,-0.27911,-0.70276946
132,nsk.jdi.ReferenceType.getValue.getvalue003a,1.0308487,0.7180531,0.44449285,-0.2703061,0.5182716,-0.5351362,-0.6600806,-0.3090188,-0.33493668,-0.039186757,-0.33653262,-0.41809058,0.65626985,-0.12800136,-0.45962024,0.36923996,-0.22332549,0.5082829,0.056441624,1.2117956,0.6892396,-0.4152248,-0.51446533,-0.62997013,0.6652916,-0.37946883,-0.42511052,0.08471876,-0.3069181,-0.5319984,0.030498078,-0.5765682,0.13738552,-0.26114756,-0.45337343,-0.42493078,-0.090432875,-0.20745581,-0.71856,-0.50261754,-0.3964958,-0.13531618,-0.35153225,0.29573545,2.1846051,0.7176871,-0.5314442,2.6025455,-0.36200073,0.2740972,1.0335253,2.4319253,0.7146051,-0.22779697,-0.2453423,-0.43550453,0.73498434,0.098679334,-0.21972731,0.42837748,0.46475667,-0.07468053,0.4416981,-0.32727653,-0.18044333,-0.30058867,-0.6275946,-0.20749018,-0.40010616,-0.6109224,-0.11380344,-0.50104874,-0.29341772,1.797391,0.99266946,-0.8263056,1.5521327,-0.5856641,-0.50590175,0.15345687,0.99823964,-0.2835095,-0.47582972,-0.5242214,-0.34492686,-0.45425487,-0.2891165,1.3937024,-0.23956658,0.9548191,-0.31333548,0.58504605,-0.062860556,0.56950396,1.6382077,-0.34412318,0.76467484,1.8885838,-0.09270755,-0.66973424
133,TestLargePageSizeInBytes,0.49820435,0.4724455,0.4863487,-0.31238073,0.3449099,-0.46505693,-0.4111995,-0.32400745,-0.3835832,0.05580108,-0.4300277,-0.2695101,0.8752491,-0.16894867,-0.3730201,0.4792636,-0.14091292,0.62273765,-0.025073214,0.840373,1.4165937,-0.4081333,-0.5313853,-0.6288985,0.6683016,-0.37499565,-0.44046462,0.39987692,-0.32356846,-0.44222215,0.20584147,-0.34842187,-0.10665992,-0.11121983,-0.44045097,-0.4243545,-0.1333568,-0.25403485,-0.7179977,-0.41590068,-0.37623766,-0.20887817,-0.32757425,0.010353119,1.585944,0.7510708,-0.62632054,2.274446,-0.4279436,0.5772579,1.3606359,1.6085764,0.6563514,-0.25141248,-0.16711187,-0.4380027,0.41264677,-0.2034999,-0.28094184,0.053554073,0.5548485,0.013924554,0.42863047,-0.45926738,-0.2609169,0.061717577,-0.40297118,-0.2914008,-0.37034628,-0.593646,0.12002887,-0.58624095,-0.29169267,1.440914,0.9226873,-0.73844725,1.3030756,-0.4457948,-0.6152571,0.14694081,0.98484576,-0.26354608,-0.45739204,-0.43684375,-0.29792684,-0.3589906,-0.34013802,1.2833515,-0.16769627,0.6893549,-0.26581275,0.45856282,0.023773244,1.2005645,1.6623806,-0.375672,0.817612,1.2464647,0.22775212,-0.72093165
134,compiler.c2.Test6753639,0.9481989,0.9142937,0.5184524,-0.24024522,0.25650266,-0.5809228,-0.7972125,-0.29624075,-0.43036544,-0.052538358,-0.4632078,-0.32224762,0.6973436,-0.017106423,-0.57272893,0.33811247,-0.26197916,0.95339316,-0.022181513,1.1723638,1.0350862,-0.44695392,-0.5537278,-0.6755423,0.7237162,-0.48419073,-0.32061684,0.19204931,-0.3435909,-0.58447176,0.03718394,-0.5501223,0.10790124,-0.29773444,-0.44374064,-0.42077488,0.083015636,-0.16232269,-0.84321564,-0.5970215,-0.38542324,-0.22925472,-0.36060044,0.62593025,1.8345032,0.99807495,-0.6160578,2.413484,-0.4436027,0.4050315,1.8683732,2.2737234,0.5932112,-0.24433246,-0.43983725,-0.5669246,0.44496217,0.15650912,-0.28303814,0.31216827,0.40561694,0.28347665,0.34530106,-0.46554214,-0.23636685,-0.27596927,-0.63679695,-0.366442,-0.4213117,-0.6387,-0.14714392,-0.6134062,-0.35421363,1.676626,1.0084909,-0.8764684,1.4489385,-0.65459055,-0.56762797,0.45736158,0.97643554,-0.30291787,-0.44558212,-0.56207585,-0.31575415,-0.5035447,-0.33893728,1.3480152,-0.01568584,1.1274216,-0.41352236,0.77236897,-0.040520936,0.42001626,1.6602226,-0.38729498,0.7286012,1.7229899,-0.21875447,-0.72750485
135,compiler.c1.Test7103261,0.4601781,0.6209281,0.8060936,-0.0019164602,0.1684888,-0.3105949,-0.49001122,-0.17729323,-0.26491934,-0.08938846,-0.2537455,-0.6267145,1.1488026,-0.15070313,-0.57597214,0.2117459,-0.45154348,0.5912906,-0.11049433,0.7360957,1.31566,-0.45194116,-0.59230936,-0.59271985,0.6338376,-0.3790095,-0.41273564,0.24876557,-0.19846608,-0.7287089,0.017172877,-0.30908808,-0.09191382,-0.44526652,-0.3996223,-0.5351912,-0.18712568,0.06977682,-0.86536366,-0.74642545,-0.45184094,-0.19114022,-0.46894214,0.21368627,2.0141459,0.6073931,-0.39701545,1.7245343,-0.27056757,0.6843222,1.8778664,1.7351114,1.2357271,-0.07573057,-0.13370281,-0.4606623,0.39240158,0.3120078,-0.28484336,0.73230445,0.36588418,-0.09731768,0.091683514,-0.22536322,-0.061078824,-0.15554962,-0.6109052,-0.26091427,-0.37899378,-0.73568296,-0.20192711,-0.7209067,-0.39290455,1.0732214,0.5148873,-0.69769055,1.1069995,-0.63127553,-0.477426,0.097695455,1.0787297,-0.24632335,-0.46094888,-0.44212234,-0.073616974,-0.7018201,-0.34776714,1.0974711,0.09074861,1.120184,-0.2998006,0.47385696,0.13917403,0.36335698,1.6155031,-0.41496763,0.73966515,1.4414202,-0.2104972,-0.58373624
136,compiler.codegen.TestBooleanVect,0.898007,0.493679,0.6510721,-0.2605228,-0.056486573,-0.8435315,-0.901725,-0.41540593,-0.35970375,-0.11938304,-0.48370242,-0.7412163,0.34508908,-0.13141106,-0.5772593,0.83982426,-0.4379966,0.6975034,-0.18395951,0.9555792,1.7410281,-0.4666518,-0.6475048,-0.7678297,0.3860713,-0.6030063,-0.44087404,0.24548025,-0.36842927,-0.6544176,-0.17718677,-0.6827396,0.096996635,-0.12917298,-0.4058472,-0.5630058,-5.4661585e-05,-0.1769853,-0.80521876,-0.639664,-0.5539985,-0.11617314,-0.40889212,1.2061539,2.0595775,0.8854686,-0.49692017,1.4415346,-0.4600898,0.18690981,1.4494438,2.287869,0.41415346,-0.17134687,-0.2771268,-0.54959315,-0.03940916,0.04754743,-0.23401324,0.4391935,0.22352616,-0.21761666,0.36394098,-0.35306433,-0.37430945,-0.4876402,-0.886904,-0.49438405,-0.45813,-0.7098239,0.61584455,-0.6871225,-0.38989174,1.4342035,1.1926454,-0.4682425,0.9344839,-0.52253985,-0.37991646,0.29027605,0.92336786,-0.37784025,-0.49743873,-0.6443802,-0.6622257,-0.7127604,-0.37627587,1.0964957,-0.38713843,1.1466302,-0.47942328,0.6601977,-0.0022144592,1.3057386,1.1661096,-0.4267155,0.520975,1.6706656,0.11519718,-0.7366412
137,compiler.codegen.Test6431242,0.84484875,0.490828,1.1144922,-0.1342246,-0.3894118,-0.76275665,-0.6670146,-0.45051926,-0.33601546,-0.21270956,-0.52595586,-0.6779674,0.8965362,-0.12557359,-0.6364309,1.0225632,-0.2381576,1.1251175,-0.22354451,0.63519925,2.4694192,-0.42049295,-0.9308271,-0.6482118,0.41678414,-0.5909206,-0.37741795,0.13465388,-0.41928506,-0.6448843,-0.097432815,-0.30528942,-0.028654365,0.35138324,-0.32059002,-0.3975738,0.011256534,0.10447283,-1.029366,-0.4734327,-0.4537955,-0.3119134,-0.34263238,1.5440956,1.2522466,1.4422555,-0.6643531,0.52421635,-0.43416327,0.5544361,3.0166469,1.3432021,0.78082174,-0.22274704,-0.35642955,-0.7901373,-0.5719719,0.06886769,-0.39236504,0.32876137,0.15878616,-0.20664613,0.19619699,-0.5640684,-0.27489623,-0.20735085,-0.6543437,-0.45291814,-0.3967678,-0.59428465,0.30837113,-0.8372266,-0.4626455,1.2335163,1.146361,-0.6494591,0.20128258,-0.50814307,-0.46120307,0.3047625,0.8129309,-0.34506172,-0.5205036,-0.41253185,-0.38516545,-0.6564103,-0.43224156,0.7052302,-0.061518833,0.70349896,-0.46119958,0.6520987,-0.052697152,1.2444553,1.3043121,-0.41488284,0.41833586,1.4913652,-0.04772057,-0.8640921
138,compiler.eliminateAutobox.TestDoubleBoxing,0.81249887,0.47742108,0.54181254,-0.36625296,-0.12549743,-0.64698774,-0.7453187,-0.43129185,-0.5538708,0.12277781,-0.4992577,-0.5816256,0.8860867,-0.14577283,-0.5089231,0.45755795,-0.25280592,1.1296555,-0.2551488,0.68877167,2.1086915,-0.54726136,-0.7659786,-0.7751549,1.2250509,-0.56844765,-0.39243522,0.92690516,-0.44516003,-0.6879729,0.44773352,0.00089772005,-0.16547523,-0.39836457,-0.47468472,-0.425302,0.08116616,-0.17776167,-0.9526977,-0.7950429,-0.49225652,-0.22152591,-0.36320344,0.80127776,1.3803334,0.9345737,-0.56786215,1.2322508,-0.48925945,0.9449917,2.0617404,1.4499415,0.5626451,-0.17932996,0.011678899,-0.64269453,-0.18626435,-0.05002692,-0.3382151,0.15807866,0.07061668,-0.28749648,0.18474653,-0.57246435,-0.24954624,-0.2520274,-0.60677195,-0.4151382,-0.353634,-0.6455137,0.44709235,-0.8788111,-0.3573707,0.96821666,0.9045592,-0.4408782,0.56262016,-0.46547082,-0.5654708,0.34421128,0.8100026,-0.34228265,-0.44338837,-0.6214692,-0.5801493,-0.61216664,-0.37178358,0.9329113,-0.1928726,0.5962733,-0.48536327,0.53632635,0.50272363,1.2745373,1.5083792,-0.39706928,0.6759807,1.3118372,-0.021999035,-0.7279851
139,nsk.jdi.ReferenceType.nestedTypes.nestedtypes001a,1.0297208,0.71237725,0.4440105,-0.26587927,0.51763535,-0.53496385,-0.65994024,-0.30914915,-0.33506918,-0.03927752,-0.33717275,-0.4186481,0.65431374,-0.12862465,-0.46065578,0.36698404,-0.22453459,0.5070412,0.054367125,1.2102903,0.689223,-0.41541314,-0.5130641,-0.6302315,0.6623468,-0.379332,-0.4267938,0.08248478,-0.30733377,-0.53171897,0.03097201,-0.5780416,0.13664344,-0.26249996,-0.45387435,-0.4260522,-0.08721513,-0.2075372,-0.7189571,-0.5032225,-0.39737058,-0.13690059,-0.3530012,0.29456732,2.1862056,0.71814615,-0.5309001,2.5992799,-0.36210045,0.27331918,1.033631,2.4349642,0.7139258,-0.22808737,-0.24586624,-0.43519917,0.73488814,0.098398,-0.2208406,0.42693567,0.4643977,-0.07491856,0.44045496,-0.32482406,-0.18220297,-0.3004512,-0.62834704,-0.20849128,-0.40115994,-0.6133083,-0.114901796,-0.50168145,-0.29394433,1.7916657,0.9875239,-0.82589275,1.5557473,-0.58453673,-0.5060051,0.15213983,1.0045981,-0.28419086,-0.47556525,-0.5237822,-0.34387457,-0.4549914,-0.28956297,1.3950642,-0.2394018,0.9585051,-0.31207514,0.58226985,-0.06342456,0.57011044,1.6361996,-0.34451434,0.76381856,1.8829157,-0.092698485,-0.6698112
140,compiler.codegen.Test6378821,0.88418674,0.318439,0.40405187,-0.29669112,0.05539609,-0.75672126,-0.6835777,-0.39292383,-0.33212647,-0.12039212,-0.5152013,-0.65354174,0.48647362,-0.17784022,-0.5171937,0.72919047,-0.18235321,0.7067397,-0.06933133,0.9065484,1.4774202,-0.41634837,-0.46183914,-0.6593029,0.4788759,-0.426106,-0.4593679,0.0281318,-0.34867102,-0.5140149,-0.008253298,-0.4673588,0.074137166,0.21800311,-0.5606007,-0.44302344,0.07905913,-0.15500635,-0.8688654,-0.3880314,-0.47831368,-0.34813237,-0.37480053,0.85484684,1.9419024,1.0976518,-0.6041245,1.3712511,-0.46831006,0.41984227,1.7041986,2.2160208,0.21959414,-0.3758634,-0.4114978,-0.6576952,0.06196135,-0.15146682,-0.36356857,-0.024100441,0.56409615,-0.25477606,0.32025534,-0.40735686,-0.3924782,-0.25916505,-0.7103425,-0.5977825,-0.45362553,-0.70089227,0.16141535,-0.7315256,-0.42654476,1.8260198,1.1324593,-0.6311352,1.3355697,-0.4047778,-0.61681914,0.0016120338,1.4024652,-0.3701813,-0.4932094,-0.38454223,-0.5113226,-0.5198653,-0.40350065,1.1986386,-0.23851526,0.75080705,-0.3017099,0.53584737,-0.06375933,1.3073009,1.1991485,-0.4205562,0.5026617,1.5097334,0.058702283,-0.7389887
141,TestBootNativeLibraryPath,0.21475996,0.37527066,0.774568,-0.094603986,0.4174311,-0.5540325,-0.027972959,-0.50451314,-0.50622994,-0.12072763,-0.4183258,-0.14431828,1.6853479,-0.21464899,-0.44934732,0.4660225,-0.010646194,0.5000382,0.009229423,0.53507924,1.2436668,-0.39434475,-0.45598307,-0.64357257,0.4170208,-0.12658599,-0.36017224,0.20396933,-0.37259752,-0.33683485,-0.18498653,-0.32797945,-0.1887885,-0.44038776,-0.37883326,-0.3626902,-0.09547762,-0.06120157,-0.820977,-0.7427715,-0.33889768,-0.25807488,-0.36692426,-0.037460048,1.4765993,0.71334213,-0.6003816,2.1001718,-0.3604903,0.7871727,1.7686398,1.2885393,1.2003855,-0.32728422,0.09018345,-0.3723025,0.472425,-0.09592673,-0.3030122,0.13898824,0.5539576,-0.15871896,0.12482971,-0.251585,-0.2810561,0.33235034,-0.24682242,-0.22681604,-0.36877114,-0.73700243,-0.12310524,-0.6350174,-0.39866388,1.114133,0.64127856,-0.7868245,1.3508439,-0.826573,-0.46215314,-0.05154749,1.2729192,-0.31455147,-0.50374764,-0.25963032,0.14810438,-0.22398722,-0.35928616,0.85616803,0.093685046,0.11373269,-0.13168804,0.20935546,-0.39670703,0.52651894,1.7149506,-0.40583283,0.92958784,1.063343,0.044995338,-0.8275476
142,compiler.c2.Test5091921,0.7154282,0.47864747,0.36079696,-0.14614068,0.08108377,-0.6042334,-0.879528,-0.23708093,-0.46509656,0.11007771,-0.4508802,-0.64603627,0.4833052,-0.15070556,-0.622679,0.23838001,-0.43833593,0.9506782,-0.1160454,0.9359473,1.3442098,-0.4534009,-0.45437115,-0.7427663,0.82945466,-0.4779813,-0.30466124,0.24657333,-0.37903753,-0.6958067,0.060118105,-0.35016987,0.00564242,-0.29137152,-0.5832086,-0.45469332,0.16933012,-0.20169763,-0.9499065,-0.65414596,-0.47682148,-0.20311888,-0.4278641,0.6991206,2.0652592,0.5519858,-0.46368098,1.7000197,-0.3280473,0.99520767,1.2751582,2.284476,0.45297533,-0.12535623,-0.54397184,-0.6790544,0.16671649,0.19181421,-0.31722295,0.35595247,0.32594505,-0.26084167,0.19072342,-0.39035857,-0.21935034,-0.35802338,-0.8387497,-0.62829673,-0.44671708,-0.7505162,0.10962989,-0.81798595,-0.41412863,1.2976445,0.6697093,-0.63812387,1.3051549,-0.55264354,-0.57257366,-0.0068273945,1.333555,-0.5547881,-0.5078277,-0.48284805,-0.5249837,-0.60029763,-0.3599438,1.3371242,0.39103717,0.8974367,-0.39097765,0.67756534,0.3116718,0.6873452,1.1780794,-0.48113146,0.5952562,1.5294358,-0.18067363,-0.53356093
143,vm.compiler.jbe.hoist.hoist02.hoist02,1.8314176,0.45195425,0.7988052,-0.24016796,-0.392425,-0.5915463,-0.7653178,-0.47134504,-0.5110376,0.025299247,-0.42520854,-0.67106366,1.0433335,-0.15692805,-0.43881023,0.7820555,0.28027022,1.6521685,-0.097023994,0.6235266,1.9047767,-0.44962063,-0.7767608,-0.6726027,0.9526204,-0.37926063,-0.39037135,0.09593361,-0.24097215,-0.56584734,0.7285252,-0.47271448,-0.0109867705,-0.21512271,-0.20093486,-0.2732664,0.13525131,0.35691443,-0.84906894,-0.8133526,-0.44944403,-0.29611632,-0.34350896,0.9567912,1.2063174,1.929016,-0.5383316,0.38064998,-0.52389896,0.6011354,2.771461,1.3768295,0.80075186,-0.2007455,-0.24815567,-0.64427114,-0.5269881,0.10162541,-0.3690588,0.27862176,-0.14012675,-0.2398366,0.6269368,-0.5819803,-0.24456386,-0.21841641,-0.55747384,-0.3197194,-0.41047573,-0.6773473,0.25836802,-0.71996135,-0.23174383,1.3004118,0.8123578,-0.6737273,0.23502119,-0.33194563,-0.45672432,0.040472057,0.73417014,-0.11323516,-0.508554,-0.7487027,-0.5736196,-0.7000729,-0.41323975,1.2364194,-0.14855811,1.1284429,-0.39652628,0.42812234,0.047407914,2.1714609,0.6297716,-0.277069,0.3429558,1.687692,0.7167742,-0.7552242
144,TestMethodNames,-0.18913122,0.7133054,1.1149359,0.03107188,0.57993865,-0.44433948,0.21923664,-0.46533924,-0.52166003,-0.18201962,-0.37991342,0.48983184,2.0954628,-0.06935512,-0.41178036,0.903011,-0.11834032,0.42168325,-0.04324264,0.80253917,1.1445968,-0.36055937,-0.57167953,-0.61586463,0.37204862,-0.08537064,-0.36636075,0.5376086,-0.39082676,-0.060318284,-0.29487073,-0.52504593,-0.24927579,-0.4021565,-0.44096756,-0.3508962,0.009334065,-0.46259594,-0.6700738,-0.55465424,-0.2967258,-0.16445954,-0.2840687,0.084233835,1.0193915,0.5779642,-0.6904883,3.086534,-0.38605857,0.7084091,1.4096831,1.149399,1.5171415,-0.33218828,0.20519172,-0.16273172,0.62425596,-0.2532944,-0.30270424,0.19754641,0.57520473,0.6377571,0.09701545,-0.4179228,-0.19307959,0.5305769,0.112579286,0.00075624045,-0.4061831,-0.5825267,0.049102973,-0.50826716,-0.3756885,0.7834412,0.9049367,-0.8983838,1.5033242,-0.9367024,-0.62979805,0.7336269,1.2012671,-0.09360592,-0.4719165,-0.45168626,0.17884164,0.031937923,-0.2960824,0.6373438,0.071241826,0.12774864,-0.24570185,0.4874625,-0.32712182,0.10566847,2.3948522,-0.3886946,1.0608121,1.0742075,-0.059455074,-0.91282624
145,jit.t.t026.t026,-0.27966836,0.55176216,0.9672855,0.024969101,0.58472365,-0.37041628,0.25398365,-0.46728015,-0.4528912,-0.16979496,-0.42312264,-0.13644497,1.5833161,-0.17315021,-0.4815259,0.6829382,-0.337467,0.4349898,-0.023724008,0.5390559,1.1514605,-0.2903478,-0.5800407,-0.5733719,0.33051622,-0.0076966463,-0.46861333,0.12756728,-0.29681328,-0.46505162,-0.3824213,-0.52706635,-0.24681735,-0.42939034,-0.46724302,-0.37653926,-0.027111733,0.0032482059,-0.7689826,-0.7717266,-0.32798707,-0.15115647,-0.33996323,-0.2668735,1.2543014,0.5508631,-0.6000166,2.689545,-0.14229985,0.6753368,1.9940643,0.9092112,1.3843377,-0.36017066,0.33859023,-0.34635752,0.66993475,-0.3247548,-0.32856125,0.05319364,0.60004973,0.36940205,-0.060294107,-0.38273653,-0.2515188,0.5073606,0.05519708,-0.101533815,-0.4024637,-0.61782026,-0.12938716,-0.63286924,-0.42439035,0.4707867,0.34176496,-0.83027256,1.6096526,-0.9186201,-0.62931824,0.3447455,1.3778368,-0.14660428,-0.4962261,-0.20205364,0.4308795,-0.3768847,-0.30302393,0.69536096,0.48543778,0.1592405,-0.13545437,0.23667485,-0.4262364,-0.103035636,2.23078,-0.39737687,0.86846095,0.80396557,-0.20770916,-0.8350369
146,compiler.c2.Test6700047,0.90400046,0.7397859,1.1961491,0.09347081,-0.52273405,-0.509844,-1.0042132,-0.2150641,-0.5155281,-0.26586747,-0.51007396,-0.78170764,0.77551883,-0.077837296,-0.78535587,0.5511637,-0.6202771,1.438543,-0.25170574,0.769663,2.3902428,-0.43659857,-0.61256623,-0.7658865,0.4342856,-0.7028137,-0.3338476,0.09144403,-0.29844886,-0.81865776,0.2236092,-0.61417705,-0.15900747,-0.24451007,-0.31690958,-0.5040432,0.04188677,0.15859298,-1.0901816,-0.8081527,-0.5463863,-0.33678475,-0.4537079,1.6293691,1.3556361,1.0938704,-0.59079903,0.44190082,-0.37272957,0.51783156,3.032341,1.6770318,0.98108715,0.046269298,-0.5885474,-0.92873615,-0.57307166,0.3822862,-0.44603482,0.7546986,-0.042799935,0.16035564,0.104564205,-0.44878125,-0.20959379,-0.31837875,-0.7563331,-0.52074623,-0.45700577,-0.73130834,0.1541156,-0.8600727,-0.4229285,0.8170533,0.587392,-0.7546168,0.42278013,-0.48451218,-0.39636272,0.4649301,0.9140849,-0.39219278,-0.47092095,-0.7425568,-0.52262175,-0.94160247,-0.4393128,0.86173093,0.49682453,1.6131768,-0.59124964,0.74854714,0.3602788,0.8863366,1.0258595,-0.46737835,0.25476515,1.3923148,-0.02717081,-0.6771203
