,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
277,CountedLoopPeelingProfilePredicates,0.5202195,0.46240312,1.042563,-0.23080266,-0.57894087,-0.7709403,-0.87016904,-0.36996704,-0.2733825,-0.11740602,-0.52928907,-0.85749555,0.51093996,-0.17017648,-0.41280964,1.4730879,-0.58870566,0.7070779,-0.20815215,0.913473,2.4298093,-0.4527838,-0.7452842,-0.7211198,0.40641534,-0.5803142,-0.41784325,0.62881273,-0.4183531,-0.7445728,-0.17291193,-0.6959914,-0.031303905,0.15022878,-0.45598802,-0.4427545,0.14688836,-0.10647539,-0.8645182,-0.7506191,-0.5791898,-0.1362861,-0.3205211,1.497817,1.6833317,0.65950924,-0.4593567,0.27102706,-0.39185828,0.47867605,1.3275084,1.6972069,0.5673151,-0.16792381,0.040933732,-0.57944345,-0.8607976,0.020659799,-0.17299035,0.416951,-0.016190797,-0.025233494,0.22841883,-0.40347862,-0.34706664,-0.46938202,-0.77197486,-0.50722647,-0.37161848,-0.66799164,1.0635625,-0.77519375,-0.38601428,0.9361635,1.420119,-0.114270486,0.43271607,-0.5652907,-0.39288294,0.45675272,0.93152463,-0.2507056,-0.5444251,-0.68033963,-0.7217158,-0.7879643,-0.3753645,0.9957427,-0.026364904,0.63230634,-0.5083949,0.73784596,0.40182158,1.3376292,1.0014464,-0.46670216,0.19319662,1.4573239,0.15285093,-0.7113182
278,vm.compiler.jbe.dead.dead05.dead05,0.64713293,0.46350223,0.2467005,-0.3604887,0.89359915,-0.36844772,-0.60582376,-0.1784195,-0.3578085,-0.042925537,-0.33424202,-0.47648582,0.37026843,-0.15660016,-0.5412076,0.09150776,-0.23628233,0.23639986,0.029592102,1.0941617,0.31845433,-0.39409924,-0.36624438,-0.6538123,0.7324049,-0.34984264,-0.47356167,0.18897812,-0.3494669,-0.54810417,-0.047948107,-0.5861058,0.11445187,-0.35681736,-0.57748795,-0.5413005,-0.2485238,-0.30602044,-0.6861569,-0.5072315,-0.37409252,-0.11026443,-0.38430625,-0.15478875,2.425116,0.5520543,-0.57038325,3.433128,-0.2981308,0.2552176,0.69724363,2.539886,0.42540574,-0.15791689,-0.31495446,-0.4289825,1.2417386,-0.07427685,-0.21975377,0.29934222,0.7911692,-0.14649977,0.3832408,-0.21467687,-0.23283078,-0.27084687,-0.6667241,-0.27947184,-0.46194828,-0.6473237,-0.1904069,-0.4991571,-0.3401826,1.8268353,0.82292074,-0.90843713,2.122942,-0.66553164,-0.60891896,0.023896145,1.1896796,-0.45614776,-0.478703,-0.39939058,-0.32897353,-0.4227942,-0.2886849,1.3628297,-0.31939206,0.78551364,-0.26718864,0.5933751,-0.059842136,0.3731047,2.0182283,-0.378364,0.90797657,1.667576,-0.18755254,-0.5999718
279,LimitSharedwithOutOfLoopTest,0.048324272,0.4691786,1.2223828,-0.25061953,-0.4334246,-0.55887824,-0.6042421,-0.40249044,-0.30620223,-0.2474028,-0.51812917,-0.732164,0.92492497,-0.2042237,-0.47251257,1.2719389,-0.51867497,0.5814072,-0.31820062,0.38586304,3.0903418,-0.37142897,-0.9366091,-0.67081183,0.29554665,-0.44164377,-0.4716341,0.43897742,-0.45188424,-0.7049874,-0.3201226,-0.53060997,-0.17174843,0.05212295,-0.39741284,-0.4696753,-0.14869432,0.42527854,-1.0704683,-0.9257905,-0.5006354,-0.10222834,-0.38034743,1.2402657,1.3730639,0.9227176,-0.43148053,0.39285994,-0.07848023,0.7005776,2.6856093,0.86499715,0.6762227,-0.18685222,0.2256554,-0.62683576,-0.7124297,-0.108939245,-0.15602078,0.2616552,0.112202756,-0.055831056,-0.04888798,-0.52531886,-0.3573449,-0.1725979,-0.5575779,-0.51042455,-0.33386514,-0.71281457,0.65140027,-0.9395492,-0.47181004,0.43114144,0.79741454,-0.42618293,0.12894931,-0.79646605,-0.4493388,0.33486027,0.89354664,-0.29149956,-0.61189324,-0.31727952,-0.27662945,-0.7084422,-0.40178823,0.468331,0.4653252,0.18099229,-0.46421036,0.51427436,-0.048103504,0.8181446,1.5355991,-0.46741375,0.30676228,0.9221592,-0.1961713,-0.752923
280,compiler.c2.Test7017746,1.1796135,0.9082999,0.81836957,0.34459656,-0.24037567,-0.64676744,-0.45324686,-0.46141768,-0.5117609,-0.015265164,-0.50273883,-0.64227545,0.80936867,-0.13393147,-0.6890322,0.4759567,-0.44911364,1.1980398,-0.26629576,1.0385652,1.4942915,-0.49014413,-0.735818,-0.7840676,0.45791832,-0.5045456,-0.37574735,0.13343538,-0.44596967,-0.66608286,0.20868625,-0.60099345,0.13324173,-0.36010954,-0.28101557,-0.44311225,0.38141558,-0.16482554,-0.8808595,-0.73382926,-0.50042003,-0.39373505,-0.37483615,1.0627108,1.4398844,1.4386646,-0.58296555,1.1502192,-0.3829915,0.3779769,2.6089091,2.0731857,1.2228634,-0.20334978,-0.40525728,-0.7744613,-0.29894066,0.3079987,-0.37951928,0.48093724,0.03318551,0.15342225,0.30784532,-0.40178645,-0.27850273,-0.13868038,-0.5997145,-0.3177206,-0.48327947,-0.6487007,0.10430706,-0.7626034,-0.38337377,1.1059165,0.8501364,-0.4586604,0.6155049,-0.43762854,-0.35202238,0.50253767,0.8191073,-0.34596914,-0.43180403,-0.6638378,-0.20306459,-0.74833703,-0.4014779,0.8554748,-0.011800031,0.9941666,-0.4187691,0.6090828,0.27437383,1.100409,1.1956073,-0.40636787,0.46767157,1.6072898,0.25506166,-0.7141565
281,jit.Sleeper.Sleeper,-0.10335377,0.66790056,0.20495616,-0.4469269,0.5642421,-0.72525793,-0.64753133,-0.5797731,-0.63471454,0.21418081,-0.48346543,-0.10640427,2.297512,-0.10757719,-0.54754543,0.3171513,-0.24924678,0.45807627,0.033471406,0.91071653,1.6576079,-0.40793237,-0.63630164,-0.743692,0.57472324,-0.3104497,-0.51164067,0.1775464,-0.39648077,-0.55520064,-0.1590346,0.5379717,-0.20644315,-0.5744113,-0.47866336,-0.43494973,-0.1027679,-0.43742865,-0.98436,-0.81806827,-0.42881513,-0.33375618,-0.30722094,-0.28684548,2.0338273,0.86102486,-0.6544631,2.7465308,-0.5614644,1.2837067,2.371946,1.7603873,0.7762002,-0.45431215,-0.010364965,-0.39336127,0.5849582,-0.36413184,-0.3435002,-0.12916404,0.49939838,0.21791577,0.16973917,-0.48199692,-0.23982584,-0.061656743,-0.45170543,-0.42247805,-0.1751689,-0.8292735,-0.14666076,-0.81647533,-0.41743362,1.2569138,0.6437512,-1.0304351,1.6349993,-0.8868675,-0.7136223,0.3395656,1.3539253,-0.42549783,-0.500175,-0.3463105,0.2079382,-0.3535988,-0.3419502,0.97138053,0.37715623,0.13368067,-0.35317495,0.45999962,-0.38513008,0.34582043,2.4798565,-0.43355802,2.0704777,1.199182,-0.3827706,-0.8830236
282,TestImpossibleIV,0.82001376,0.8844412,0.65723634,0.265142,-0.1926057,-0.7273194,-0.90344125,-0.29174954,-0.5597592,0.19703291,-0.6001686,-0.4352379,0.6411682,-0.21998075,-0.5987429,0.507234,-0.595723,1.5159358,-0.16237578,0.81438255,1.9767358,-0.4703037,-0.5818419,-0.70513624,1.0758969,-0.5588351,-0.3746246,0.055253677,-0.30241486,-0.8433236,0.1141499,-0.35590413,-0.13154905,-0.31798512,-0.5162238,-0.37831613,0.37955928,-0.048959486,-1.0333096,-0.81624174,-0.54667765,-0.16608115,-0.39859247,0.79482764,1.4037994,0.8594461,-0.41445753,1.6681632,-0.47873563,1.0303771,2.320984,1.3532386,0.82382494,0.066404134,-0.4765513,-0.7139111,-0.1918253,0.34547052,-0.30816975,0.43048155,0.16064078,0.5969308,0.06215619,-0.47502926,-0.23571476,-0.36015272,-0.76326096,-0.5406977,-0.35902065,-0.7258253,0.1354416,-0.96142596,-0.48461747,0.59174883,0.5156014,-0.54309046,1.069606,-0.5387181,-0.7879349,0.5505948,1.0913122,-0.2903483,-0.47922808,-0.52699625,-0.38031858,-0.80993116,-0.36104506,1.1607406,0.89557445,0.8606657,-0.52128124,0.62830615,0.15016298,0.61787075,1.4906498,-0.468713,0.7274231,1.305218,-0.41010973,-0.7234885
283,TestCapacityUntilGCWrapAround,0.77791035,0.4413555,0.5076631,-0.33113724,0.11356301,-0.7822384,-0.63572735,-0.45571995,-0.44192323,-0.07358354,-0.6171663,-0.036635872,0.98673755,-0.24235839,-0.65705013,0.146825,-0.091210954,0.56185365,-0.09562406,0.85393614,2.3138528,-0.49279457,-0.20932843,-0.7261951,0.42597914,-0.56044334,-0.5028002,0.031711273,-0.44534585,-0.0047421725,0.09887539,-0.33794162,-0.11013912,0.18167795,-0.5792835,-0.5832977,-0.053933635,-0.15676536,-0.9103668,-0.37218297,-0.5630326,-0.44657466,-0.38923198,0.043390844,1.9013404,1.424358,-0.6889872,1.3801391,-0.6861882,0.4304924,2.6615984,1.8931394,0.08455617,-0.29367438,-0.4619326,-0.6758634,0.15476494,-0.20439921,-0.44401535,-0.12229408,0.8989803,-0.123175286,0.47727683,-0.32367337,-0.4809336,0.20516518,-0.67469543,-0.7797726,-0.4968059,-0.86565536,-0.054459758,-0.8311221,-0.48986334,2.0929785,1.091993,-0.71090776,1.3536935,-0.31037632,-0.7506037,0.036519114,1.409485,-0.5342948,-0.40960613,-0.38955995,-0.4887567,-0.27993062,-0.53214025,1.4678072,-0.13117255,0.53861463,-0.34257865,0.388633,-0.21806078,1.9653703,1.2584857,-0.45758227,0.6034758,1.1608098,0.74366504,-0.868792
284,vm.compiler.complog.uninit.uninit006.uninit006,0.5060654,0.780131,1.0509791,0.1293973,0.29369542,-0.31205866,-0.1511085,-0.30499256,-0.39589965,-0.07830305,-0.41289574,-0.42545256,1.1790291,-0.1914409,-0.46684742,0.49910715,-0.4725609,0.48931435,-0.009496358,0.7839296,0.9830221,-0.3588925,-0.54187393,-0.6219878,0.6178885,-0.18467896,-0.23110697,0.11932137,-0.24330866,-0.65956074,-0.11465946,-0.55359334,-0.07018429,-0.36667857,-0.48031723,-0.36306092,0.084663175,-0.10783554,-0.78905857,-0.65809304,-0.33158937,-0.16015735,-0.3966319,0.40778,1.6716617,0.42718676,-0.49704584,2.1602085,-0.18360683,0.5361221,1.2583346,1.4874434,1.4650995,-0.13049203,0.061478518,-0.52224475,0.3503641,0.3279742,-0.28024015,0.5820664,0.26861155,0.3442768,0.033891033,-0.18427762,-0.18077582,0.12318541,-0.24447462,-0.0042809285,-0.4189446,-0.6380501,-0.13632911,-0.6410893,-0.36200213,0.92915744,0.5249304,-0.67438227,1.3792046,-0.74111706,-0.5701132,0.32160696,1.1205094,-0.16210626,-0.47090033,-0.49405494,0.02116638,-0.6075875,-0.2992202,1.0564914,0.33512828,0.81765455,-0.2330975,0.43393573,-0.05790099,0.14934808,1.8508867,-0.40078536,0.68403965,1.4294685,-0.31207088,-0.6526315
285,compiler.codegen.Test6814842,0.48046187,0.2830947,0.51383746,-0.39888605,-0.30901945,-0.57155406,-0.64566916,-0.4328909,-0.55900854,-0.1254539,-0.47685882,-0.4823122,0.82056546,-0.23558816,-0.48485032,0.50100017,0.043686535,1.8911886,-0.06586814,0.7131541,2.0335476,-0.35590574,-0.6945282,-0.6558617,0.80816025,-0.15184145,-0.3423239,0.34176338,-0.21969953,-0.7275318,-0.049655244,-0.1626805,-0.11800991,-0.29387212,-0.45710894,-0.20965134,0.17957158,0.64548105,-1.0395297,-0.98797303,-0.4681174,-0.22966145,-0.41473004,0.46423462,1.233451,1.5878088,-0.62605923,0.52814513,-0.19200619,1.8521267,3.2125273,1.023811,0.4299027,-0.41938496,-0.38071775,-0.72563714,-0.42187178,-0.18020858,-0.4708599,-0.21543969,0.11768652,0.034260973,0.07490108,-0.8306127,-0.13364281,-0.051761013,-0.584213,-0.7045298,-0.3784246,-0.70776916,0.34577656,-0.9836695,-0.4561304,0.724865,0.32922897,-0.6654271,0.56409246,-0.75476277,-0.69073963,-0.10252271,1.4506366,-0.08931804,-0.49125484,-0.39408657,-0.39908195,-0.629659,-0.4094527,1.0356804,1.298044,0.8603029,-0.2770891,0.58790606,0.13809817,0.9501119,0.707287,-0.3581453,0.27635878,1.0401003,0.14344707,-0.75438327
286,compiler.c2.cr6340864.TestDoubleVect,0.8963931,0.5745328,0.24601299,-0.50074595,0.24074377,-0.6675366,-0.9161435,-0.2762631,-0.42630807,0.025518281,-0.4750011,-0.6466825,0.10027829,-0.16901796,-0.5906245,0.57095456,-0.29821038,0.59209657,-0.077519044,1.0916954,1.4144081,-0.43447694,-0.5888404,-0.7311157,0.74072975,-0.5824381,-0.41742998,0.42437714,-0.37248662,-0.5990169,0.039273135,-0.48703215,0.16649614,-0.16269998,-0.5215332,-0.5622562,-0.058134083,-0.2450052,-0.7308856,-0.5872476,-0.50938714,-0.08593867,-0.37139422,0.9056039,2.2161517,0.849841,-0.545816,2.339051,-0.35946062,0.18330014,1.0079677,2.504993,-0.011884896,-0.14226295,-0.5600146,-0.6508472,0.354022,-0.16752157,-0.2752403,0.15450461,0.4484833,-0.28810546,0.4462271,-0.4171124,-0.38681343,-0.4950326,-0.85774434,-0.51576054,-0.4732461,-0.6761795,0.6272852,-0.660782,-0.37543538,1.7405505,1.1341566,-0.49210653,1.4280993,-0.5096349,-0.5278012,0.19522354,0.9907447,-0.45467132,-0.50052017,-0.5926288,-0.69670266,-0.57336205,-0.3273249,1.3149205,-0.39038906,0.8351162,-0.45729256,0.80488193,0.14914359,1.2349578,1.4080453,-0.3961138,0.6368307,1.5955253,0.11777948,-0.61451703
287,compiler.c2.Test7110586,1.6089538,0.605613,0.50281614,-0.04921215,-0.1967733,-0.43321407,-0.79630846,-0.23456547,-0.45834172,-0.05804895,-0.30639768,-0.37426287,1.0877384,-0.20715736,-0.3870997,0.23634684,0.01955699,1.0948434,-0.11208936,0.8358379,1.3028034,-0.5468756,-0.6051978,-0.75904006,1.1584644,-0.35013473,-0.23140703,0.49749774,-0.33610255,-0.5508326,0.49062505,-0.49235746,0.079652734,-0.48142493,-0.2723326,-0.27148387,0.24418306,0.0683609,-0.89489573,-0.6270302,-0.4461226,-0.13648228,-0.42676306,0.6732867,1.6557745,1.1330086,-0.45821393,1.1641592,-0.16221265,0.70941687,1.8097507,1.7536243,1.1000922,0.0149618415,-0.31157002,-0.49579564,-0.15159823,0.66979164,-0.21997404,0.67263395,-0.07718219,-0.120048,0.32757235,-0.36664963,-0.091968656,-0.36510536,-0.7556343,-0.2616249,-0.39771295,-0.6741483,0.013039634,-0.67434233,-0.2841127,1.4021082,0.7436093,-0.6740296,0.54614776,-0.5258297,-0.3757347,0.004531157,0.8489557,-0.19505523,-0.48876497,-0.6363738,-0.45938915,-0.49881452,-0.35737854,0.98688537,0.026691973,1.1915042,-0.3809225,0.48902744,0.423693,1.1999477,0.92746556,-0.31895137,0.5658344,1.8417257,0.10590575,-0.48506698
288,compiler.c2.aarch64.TestVolatileLoad,0.62774175,0.6751595,1.015088,0.08740205,-0.015996696,-0.48469406,-0.3099732,-0.4372634,-0.4941522,-0.22438699,-0.4371881,-0.56011015,1.2204119,-0.1318628,-0.6381744,0.3849827,-0.44566652,0.85862684,-0.17341179,0.51112473,1.786201,-0.41364065,-0.7810142,-0.68422467,0.4092477,-0.30657238,-0.34795675,0.10036826,-0.43462372,-0.6756287,-0.019630248,-0.4758316,-0.0091999,-0.3966576,-0.3466953,-0.37712184,-0.021327974,0.106907286,-0.99632955,-0.7919276,-0.38129494,-0.34847328,-0.3980039,0.5884493,1.2476032,1.0651487,-0.6296798,1.4446439,-0.18716595,0.59537756,3.1013968,1.2918342,1.3233287,-0.18122308,-0.1574182,-0.692979,-0.016120415,0.18866755,-0.3801064,0.4008201,0.21686251,0.03449441,0.10063466,-0.44956452,-0.23158334,0.03796978,-0.4122132,-0.27127412,-0.41265592,-0.651103,-0.20750293,-0.80512345,-0.41926998,0.86232424,0.5343863,-0.72068375,0.6378208,-0.6866549,-0.46966884,0.30482563,1.0473073,-0.33725625,-0.50383997,-0.28388485,0.111175716,-0.63557094,-0.38415208,0.70948946,0.31639972,0.6397259,-0.32536897,0.40666792,-0.05081006,0.36142287,1.6883261,-0.42278388,0.5732313,1.255116,-0.19618781,-0.7798774
289,compiler.c2.Test6863155,0.31654757,0.89602494,0.2495055,-0.35965833,-0.096192144,-0.8395098,-0.8631929,-0.5083207,-0.41191584,-0.06859553,-0.55249214,-0.4862407,0.49929374,-0.1534832,-0.653839,0.15778269,-0.21213628,1.5874053,-0.006526746,0.9205803,1.7778769,-0.36370358,-0.64859647,-0.633045,0.81281734,-0.50568986,-0.27553737,-0.0847301,-0.3016752,-0.81755275,-0.24034034,0.07779871,0.099302,0.058119606,-0.48364732,-0.35062617,0.08724373,0.15152346,-1.0390571,-0.3786815,-0.42869407,-0.32255733,-0.32151634,0.5085973,1.8554926,1.5391084,-0.707933,1.106085,-0.49197716,1.3378868,3.3874924,1.716203,0.20611039,-0.42640334,-0.41381192,-0.73363245,-0.24045098,-0.15446031,-0.46667537,-0.29303598,0.6056788,0.35326436,0.06827786,-0.67496026,-0.17132741,-0.16406491,-0.6839825,-0.81037045,-0.4117998,-0.6244222,-0.1463312,-1.0010606,-0.51780623,1.4406078,0.48499253,-0.5882589,1.1465384,-0.42755342,-0.73921126,0.22297126,1.5092529,-0.32502493,-0.41935876,-0.22547355,-0.23917477,-0.66384655,-0.40293956,1.2239486,1.2050899,0.629974,-0.31008908,0.7468188,-0.06400381,0.874077,1.2801995,-0.4106959,0.554666,1.0692117,-0.32626802,-0.8848825
290,TestLoadBypassACWithWrongMem,0.84377664,0.33365247,0.93057996,-0.23999761,-0.28719532,-0.4103454,-0.57218236,-0.21487232,-0.45520854,-0.12670153,-0.42158353,-0.5545761,0.88087887,-0.20985457,-0.48118567,0.994899,-0.14599898,1.0394344,-0.19677942,0.6403166,2.087479,-0.43199474,-0.8725556,-0.6619161,0.8710615,-0.36063913,-0.30484983,0.72229886,-0.4145437,-0.5882101,0.2045719,-0.44482872,-0.02388438,0.003005256,-0.44190073,-0.3026414,0.104380436,0.07016403,-0.8906278,-0.73271877,-0.41487247,-0.21240321,-0.33578616,1.1833335,1.1832068,1.1480376,-0.61065555,0.9279608,-0.17994441,0.7908793,2.056009,1.2004762,0.751438,-0.12634622,-0.31464365,-0.7397686,-0.42972115,0.06387682,-0.33933258,0.25997445,0.04909883,-0.18041305,0.17350139,-0.5925962,-0.17916712,-0.21945003,-0.59765524,-0.37053603,-0.4008387,-0.57903916,0.58125716,-0.7868442,-0.37786603,0.92981577,0.94895035,-0.4203263,0.36322266,-0.6232873,-0.5449031,0.17846675,0.8332726,-0.28118506,-0.5596943,-0.47628403,-0.45093104,-0.5453084,-0.36433172,0.77721137,0.020967143,0.39730027,-0.42866093,0.78487456,0.57279617,1.1685022,1.2890023,-0.37417987,0.32019594,1.4306059,0.14968154,-0.6259506
291,compiler.c1.Test8011771,0.56162435,0.3106293,1.1799071,-0.06909352,-0.30833456,-0.51823395,-0.66914207,-0.3250055,-0.5100217,-0.1549944,-0.56242144,-0.7085806,1.1842041,-0.14836556,-0.6484478,1.0598464,-0.48926538,0.85224056,-0.34225267,0.45900372,2.687339,-0.43766454,-0.8393044,-0.75517464,0.4594464,-0.55492824,-0.37702215,0.5190481,-0.48713133,-0.65626556,0.0856557,-0.28468552,-0.23277655,-0.08764454,-0.43628442,-0.49086973,0.015535764,-0.09610246,-1.0457394,-0.8683082,-0.50742453,-0.3103276,-0.39216158,1.5405763,1.2156551,1.0613794,-0.5923252,0.84475404,-0.396084,0.6787375,2.6309247,1.0802664,0.8243148,-0.13028581,-0.14967948,-0.7501748,-0.47916862,0.09115809,-0.3743724,0.37084937,0.06656858,-0.11003437,0.04499998,-0.43605635,-0.3498781,-0.19465524,-0.6242426,-0.47558865,-0.36836556,-0.73316234,0.5578304,-0.9198122,-0.46897316,0.60178685,0.9043771,-0.5171773,0.3301365,-0.647175,-0.52968264,0.3320639,0.7839074,-0.4115684,-0.55646163,-0.54981875,-0.39230594,-0.74080825,-0.4359567,0.5144047,0.019717716,0.5543575,-0.53266835,0.64991647,0.3067164,1.1071748,1.633942,-0.48507196,0.666589,1.1540529,0.026004456,-0.7725333
292,jit.regression.b4446672.b4446672,0.055969868,0.8245246,0.63638616,-0.24148747,0.5102406,-0.5620343,-0.47077686,-0.50130755,-0.42475033,-0.1164001,-0.35038304,-0.20541058,1.262888,-0.15594673,-0.28504533,0.63292825,-0.22852147,0.403267,0.238434,0.9469512,0.96587515,-0.34824687,-0.3131365,-0.63023525,0.5223963,-0.27113056,-0.47554657,0.013684174,-0.15265414,-0.49852803,-0.30858237,-0.4062024,-0.11143138,-0.41315255,-0.45283005,-0.40696716,-0.011071921,-0.1891796,-0.7174648,-0.63798165,-0.3608216,-0.06520753,-0.31552336,-0.1024674,1.9267349,0.4383655,-0.4611714,2.4874418,-0.5152861,0.46638092,1.1510234,1.8353789,0.9115599,-0.25184193,0.41940138,-0.13429603,0.55776143,-0.10498829,-0.09187586,0.24197243,0.5562091,0.5295626,0.24860953,-0.20829563,-0.23748669,0.14553893,-0.26182926,-0.27424437,-0.34725648,-0.68762344,-0.09814042,-0.56781,-0.33263385,1.232238,0.6908757,-0.85308313,1.8605056,-0.7710796,-0.64000076,0.42591622,1.3557637,-0.123848796,-0.45918447,-0.37751803,-0.049406167,-0.4151904,-0.29684597,1.1067549,0.1378764,0.37890536,-0.18766665,0.40972513,-0.47760108,0.24006414,1.9239612,-0.3949063,0.9400546,1.3188525,-0.3676461,-0.83205026
293,compiler.c2.cr7192963.TestFloatVect,0.9669135,0.6348618,0.62273294,-0.28883192,-0.20078373,-0.67083716,-0.9892802,-0.31050578,-0.477046,-0.07403108,-0.516055,-0.7452705,0.5078518,-0.12631322,-0.6042281,0.73006016,-0.22328703,1.3660364,-0.20273346,0.8222818,2.036986,-0.5084604,-0.74726737,-0.73972476,1.0950139,-0.6286809,-0.27464736,0.47181252,-0.38163686,-0.75323457,0.2746829,-0.21842775,-0.021955064,-0.16561925,-0.38242313,-0.39913595,0.07860811,-0.062059492,-0.955759,-0.7082055,-0.50906616,-0.20818008,-0.39382783,1.4699823,1.4027823,1.1074731,-0.5662948,1.5391724,-0.4696339,0.632524,2.0193381,1.6820977,0.40526333,-0.14795355,-0.49676386,-0.7788615,-0.18596034,0.122904666,-0.3534537,0.3827019,0.10439908,-0.08504831,0.26033863,-0.5706697,-0.28256878,-0.4546323,-0.84444976,-0.52827173,-0.43573397,-0.6716474,0.5090668,-0.81411856,-0.3954976,1.2213801,0.96994716,-0.66553247,0.6614027,-0.59795916,-0.4844585,0.46097872,0.76424503,-0.34121016,-0.49902612,-0.6709009,-0.7314176,-0.74826664,-0.3822499,0.9538345,-0.13006316,1.0604771,-0.537672,0.8003183,0.3309712,1.1210656,1.3578315,-0.39849603,0.5887928,1.5567656,-0.053498685,-0.7010148
294,compiler.intrinsics.object.TestClone$B,-0.30335924,0.93435895,0.8160129,0.5296971,0.8463883,-0.6550513,0.784801,-0.5097839,-0.513139,-0.24920292,-0.48970932,-0.15144315,1.1917048,-0.16476232,-0.6252287,0.50454915,-0.41287726,0.23666154,-0.08456841,0.6097449,0.58954734,-0.39000666,-0.41370592,-0.61510295,0.282567,-0.044382136,-0.47411278,-0.23240314,-0.40532574,-0.55850166,-0.3713172,-0.651359,-0.30533177,-0.5084884,-0.44262394,-0.51476276,0.04043322,-0.46469894,-0.66579425,-0.6690403,-0.2913473,-0.3427309,-0.42896584,-0.50207996,1.0012236,0.5408656,-0.6663834,3.8401847,-0.31919357,0.29451647,1.7234477,1.0663306,1.607312,-0.4171955,0.010029303,-0.46756628,1.2585936,-0.39127097,-0.32089475,-0.029718628,0.8129358,0.7878004,0.015590977,-0.20087862,-0.30564103,0.93246025,0.013355149,-0.22526814,-0.52198076,-0.67007923,-0.32134712,-0.5768588,-0.45487076,0.60167426,0.2285657,-0.8683328,2.2433443,-0.83648133,-0.6473241,0.68948877,1.6093402,-0.33389655,-0.39908808,-0.29425162,0.81075823,-0.49460202,-0.3247867,0.576267,0.30569038,0.08346249,-0.045839358,0.27833515,-0.4774727,-0.1734398,2.7458904,-0.47361377,1.2009743,0.6663399,-0.17878045,-0.8867803
295,TestEliminatedCloneBadMemEdge,1.2505823,0.7529008,1.0404496,0.35112917,-0.15617976,-0.62298864,-0.33574235,-0.46151766,-0.48563388,-0.05585474,-0.39906996,-0.4586965,1.243863,-0.13711545,-0.39005932,0.56643593,-0.4406175,1.1350373,-0.106730066,0.920734,1.0023303,-0.48607457,-0.58694863,-0.66222394,0.65841967,-0.32494852,-0.24052225,0.028441316,-0.30578297,-0.7027347,0.27352512,-0.37244573,-0.17245193,-0.30918086,-0.37107268,-0.27869713,0.24751952,-0.33945358,-0.8996889,-0.6298005,-0.39980814,-0.30242497,-0.36989516,0.9622729,1.4614692,0.6928981,-0.56327534,1.2723576,-0.5831315,0.9438709,1.7483902,1.5542513,1.7290901,-0.28385082,-0.1452989,-0.5656806,-0.18058719,0.52776945,-0.3479669,0.6003983,0.020167416,0.2349399,0.20488021,-0.36557359,0.03920216,0.08105777,-0.31935504,-0.121334895,-0.35454908,-0.60793155,-0.22467624,-0.69835275,-0.31534925,0.9801407,0.76909,-0.6618513,0.82763046,-0.4308499,-0.4724451,0.34199592,1.1757026,-0.08892671,-0.41735634,-0.5568822,-0.15585014,-0.695497,-0.3400489,1.1494437,0.006106228,1.3677857,-0.30236354,0.525268,0.29848275,0.57480496,1.2512412,-0.41476145,0.4943585,1.8384225,-0.13841155,-0.8372672
296,compiler.c2.Test6973329,0.36500645,0.8247864,0.83528095,0.11658464,0.50551915,-0.42271394,0.021016933,-0.38763592,-0.47567967,-0.010015257,-0.36917523,-0.32399353,1.2522727,-0.1614076,-0.5526246,0.5073673,-0.22587639,0.73238695,-0.07889791,0.9494846,0.7886471,-0.37116703,-0.5526679,-0.6559981,0.5773143,-0.19914989,-0.34104076,0.12928307,-0.36903337,-0.49171066,-0.08552294,-0.54093045,0.032685667,-0.41278425,-0.4621076,-0.39193094,0.13968608,-0.18834832,-0.73782253,-0.6783046,-0.34349167,-0.19010387,-0.34117815,0.18221031,1.5115043,1.0070873,-0.633097,2.7045238,-0.24686196,0.51399,1.7396332,1.7454954,1.30819,-0.25547117,-0.034756873,-0.4527209,0.5843985,-0.012537588,-0.32756245,0.35889634,0.47711298,0.30786118,0.13895904,-0.3190359,-0.22120784,0.23781574,-0.31413534,-0.17175663,-0.46109828,-0.60729766,-0.16695549,-0.60212237,-0.36498442,1.1062325,0.71672624,-0.806067,1.3455071,-0.7526995,-0.601374,0.33721614,0.92950547,-0.26672545,-0.47041884,-0.51645595,0.070570394,-0.44396204,-0.33132485,0.9630065,0.13293643,0.34201822,-0.22917187,0.4001217,-0.2024497,0.31662965,1.9193144,-0.36847565,0.80950683,1.3593796,-0.09299128,-0.7524372
